SR_PCODE,TS_PCODE,region,township,hospital_name,level,bed,lat,long,coordinates
MMR005,MMR005025,စစ်ကိုင်းတိုင်းဒေသကြီး,ဝန်းသို,ဝန်းသိုမြို့နယ်ဆေးရုံ,မြို့နယ်,25,23.8956,95.68826,"95.68826,23.8956,0"
MMR005,MMR005025,စစ်ကိုင်းတိုင်းဒေသကြီး,ဝန်းသို,ဂျိုတောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.95148,95.79845,"95.79845,23.95148,0"
MMR005,MMR005025,စစ်ကိုင်းတိုင်းဒေသကြီး,ဝန်းသို,နမ့်ခမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.99772,95.89384,"95.89384,23.99772,0"
MMR005,MMR005026,စစ်ကိုင်းတိုင်းဒေသကြီး,ပင်လည်ဘူး,ပင်လည်ဘူးမြို့နယ်ဆေးရုံ,မြို့နယ်,25,24.08724,95.37518,"95.37518,24.08724,0"
MMR005,MMR005026,စစ်ကိုင်းတိုင်းဒေသကြီး,ပင်လည်ဘူး,မိချောင်းအင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.9197,95.31052,"95.31052,23.9197,0"
MMR005,MMR005026,စစ်ကိုင်းတိုင်းဒေသကြီး,ပင်လည်ဘူး,မံစီလေးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,24.20452,95.48552,"95.48552,24.20452,0"
MMR005,MMR005027,စစ်ကိုင်းတိုင်းဒေသကြီး,ကလေး,ကလေးမြို့ပြည်သူ့ဆေးရုံကြီး,NA,300,23.19516,94.05963,"94.05963,23.19516,0"
MMR005,MMR005027,စစ်ကိုင်းတိုင်းဒေသကြီး,ကလေး,နတ်ချောင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.99698,94.0333,"94.0333,22.99698,0"
MMR005,MMR005027,စစ်ကိုင်းတိုင်းဒေသကြီး,ကလေး,တင်သားတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.81545,94.08385,"94.08385,22.81545,0"
MMR005,MMR005027,စစ်ကိုင်းတိုင်းဒေသကြီး,ကလေး,ရာဇဂြိုလ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.49856,94.0856,"94.0856,23.49856,0"
MMR005,MMR005028,စစ်ကိုင်းတိုင်းဒေသကြီး,ကလေးဝ,​ကလေးဝမြို့နယ်ဆေးရုံ,မြို့နယ်,25,23.20477,94.29851,"94.29851,23.20477,0"
MMR005,MMR005028,စစ်ကိုင်းတိုင်းဒေသကြီး,ကလေးဝ,မစိန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.37126,94.34629,"94.34629,23.37126,0"
MMR005,MMR005029,စစ်ကိုင်းတိုင်းဒေသကြီး,မင်းကင်း,မင်းကင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,50,22.87957,94.49055,"94.49055,22.87957,0"
MMR005,MMR005029,စစ်ကိုင်းတိုင်းဒေသကြီး,မင်းကင်း,ကြာပင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.8269,94.35529,"94.35529,22.8269,0"
MMR005,MMR005029,စစ်ကိုင်းတိုင်းဒေသကြီး,မင်းကင်း,​ပသေးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.78725,94.50074,"94.50074,22.78725,0"
MMR005,MMR005029,စစ်ကိုင်းတိုင်းဒေသကြီး,မင်းကင်း,​ကြွေတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.06528,94.42259,"94.42259,23.06528,0"
MMR005,MMR005029,စစ်ကိုင်းတိုင်းဒေသကြီး,မင်းကင်း,တုံတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.95986,94.7278,"94.7278,22.95986,0"
MMR005,MMR005030,စစ်ကိုင်းတိုင်းဒေသကြီး,တမူး,တမူးပြည်သူ့ဆေးရုံ,မြို့နယ်,100,24.21477,94.31949,"94.31949,24.21477,0"
MMR005,MMR005030,စစ်ကိုင်းတိုင်းဒေသကြီး,တမူး,မင်းသာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,24.43181,94.42776,"94.42776,24.43181,0"
MMR005,MMR005030,စစ်ကိုင်းတိုင်းဒေသကြီး,တမူး,ခမ်းပတ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,23.77383,94.15182,"94.15182,23.77383,0"
MMR005,MMR005030,စစ်ကိုင်းတိုင်းဒေသကြီး,တမူး,မြို့သစ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,24.51684,94.51887,"94.51887,24.51684,0"
MMR005,MMR005030,စစ်ကိုင်းတိုင်းဒေသကြီး,တမူး,ဘုက္ကန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.92719,94.19152,"94.19152,23.92719,0"
MMR005,MMR005031,စစ်ကိုင်းတိုင်းဒေသကြီး,မော်လိုက်,​မော်လိုက်ပြည်သူ့ဆေးရုံ,မြို့နယ်,50,23.63499,94.40843,"94.40843,23.63499,0"
MMR005,MMR005031,စစ်ကိုင်းတိုင်းဒေသကြီး,မော်လိုက်,ကြာအင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.57956,94.43509,"94.43509,23.57956,0"
MMR005,MMR005031,စစ်ကိုင်းတိုင်းဒေသကြီး,မော်လိုက်,ကင်းတပ်စံပြတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.72466,94.4285,"94.4285,23.72466,0"
MMR005,MMR005032,စစ်ကိုင်းတိုင်းဒေသကြီး,ဖောင်းပြင်,​ဖောင်းပြင်မြို့နယ်ဆေးရုံ,မြို့နယ်,50,24.27284,94.82952,"94.82952,24.27284,0"
MMR005,MMR005032,စစ်ကိုင်းတိုင်းဒေသကြီး,ဖောင်းပြင်,တံငါတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.96641,94.61813,"94.61813,23.96641,0"
MMR005,MMR005032,စစ်ကိုင်းတိုင်းဒေသကြီး,ဖောင်းပြင်,သရောင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,24.34977,94.80729,"94.80729,24.34977,0"
MMR005,MMR005033,စစ်ကိုင်းတိုင်းဒေသကြီး,ခန္တီး,ခန္တီးပြည်သူ့ဆေးရုံ,မြို့နယ်,100,26.00431,95.6846,"95.6846,26.00431,0"
MMR005,MMR005033,စစ်ကိုင်းတိုင်းဒေသကြီး,ခန္တီး,ကောင်းဟိန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,25.67036,95.42022,"95.42022,25.67036,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,ဟုမ္မလင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,100,24.87385,94.91637,"94.91637,24.87385,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,ထမံသီတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,25.32819,95.28646,"95.28646,25.32819,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,နန်းတောတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,24.8101,95.28717,"95.28717,24.8101,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,သောင်သွပ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,24.42515,94.69852,"94.69852,24.42515,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,ရွှေပြည်အေးမြို့သစ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,24.44129,94.74052,"94.74052,24.44129,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,နောင်ပိုအောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,24.80919,95.07169,"95.07169,24.80919,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,မောင်းခမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,25.07773,95.03411,"95.03411,25.07773,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,ပါဟုတ်ကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,NA,NA,NA
MMR005,MMR005035,စစ်ကိုင်းတိုင်းဒေသကြီး,လေရှီး,လေရှီးမြို့နယ်ဆေးရုံ,မြို့နယ်,25,25.44602,94.95146,"94.95146,25.44602,0"
MMR005,MMR005035,စစ်ကိုင်းတိုင်းဒေသကြီး,လေရှီး,ဆွမ္မရာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,25.367,94.68851,"94.68851,25.367,0"
MMR005,MMR005034,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟုမ္မလင်း,မိုပိုင်းလွတ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,25.0364,94.78458,"94.78458,25.0364,0"
MMR005,MMR005036,စစ်ကိုင်းတိုင်းဒေသကြီး,လဟယ်,လဟယ်မြို့နယ်ဆေးရုံ,မြို့နယ်,50,26.32729,95.44054,"95.44054,26.32729,0"
MMR005,MMR005036,စစ်ကိုင်းတိုင်းဒေသကြီး,လဟယ်,ထန်ပါခွေတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,25.96459,95.24121,"95.24121,25.96459,0"
MMR005,MMR005036,စစ်ကိုင်းတိုင်းဒေသကြီး,လဟယ်,ယမ်းကြုံးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,26.51411,95.16541,"95.16541,26.51411,0"
MMR005,MMR005037,စစ်ကိုင်းတိုင်းဒေသကြီး,နန်းယွန်း,နန်းယွန်းမြို့နယ်ဆေးရုံ,မြို့နယ်,25,26.97898,96.16925,"96.16925,26.97898,0"
MMR005,MMR005037,စစ်ကိုင်းတိုင်းဒေသကြီး,နန်းယွန်း,ပန်ဆောင်မြို့တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,27.23583,96.15948,"96.15948,27.23583,0"
MMR005,MMR005037,စစ်ကိုင်းတိုင်းဒေသကြီး,နန်းယွန်း,ဒုံဟီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,26.78791,95.80242,"95.80242,26.78791,0"
MMR006,MMR006001,တနင်္သာရီတိုင်းဒေသကြီး,ထားဝယ်,ထားဝယ်ပြည်သူ့ဆေးရုံကြီး,NA,200,14.07838,98.20265,"98.20265,14.07838,0"
MMR006,MMR006001,တနင်္သာရီတိုင်းဒေသကြီး,ထားဝယ်,​မေတ္တာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,14.16241,98.5179,"98.5179,14.16241,0"
MMR006,MMR006002,တနင်္သာရီတိုင်းဒေသကြီး,လောင်းလုံး,​လောင်းလုံမြို့နယ်ဆေးရုံ,မြို့နယ်,25,13.97453,98.11887,"98.11887,13.97453,0"
MMR006,MMR006002,တနင်္သာရီတိုင်းဒေသကြီး,လောင်းလုံး,​မောင်းမကန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,14.14515,98.10939,"98.10939,14.14515,0"
MMR006,MMR006002,တနင်္သာရီတိုင်းဒေသကြီး,လောင်းလုံး,သကြက်တောတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,13.75514,98.1514,"98.1514,13.75514,0"
MMR006,MMR006003,တနင်္သာရီတိုင်းဒေသကြီး,သရက်ချောင်း,သရက်ချောင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,25,13.85623,98.27218,"98.27218,13.85623,0"
MMR006,MMR006003,တနင်္သာရီတိုင်းဒေသကြီး,သရက်ချောင်း,ရငဲတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,13.63039,98.38175,"98.38175,13.63039,0"
MMR006,MMR006003,တနင်္သာရီတိုင်းဒေသကြီး,သရက်ချောင်း,ပဲဒက်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,13.45775,98.49638,"98.49638,13.45775,0"
MMR006,MMR006004,တနင်္သာရီတိုင်းဒေသကြီး,ရေဖြူ,​ရေဖြူမြို့နယ်ဆေးရုံ,မြို့နယ်,25,14.268,98.19008,"98.19008,14.268,0"
MMR006,MMR006004,တနင်္သာရီတိုင်းဒေသကြီး,ရေဖြူ,ကလိန်အောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,14.61624,98.1547,"98.1547,14.61624,0"
MMR006,MMR006004,တနင်္သာရီတိုင်းဒေသကြီး,ရေဖြူ,ကန်ပေါက်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,14.60304,98.03832,"98.03832,14.60304,0"
MMR006,MMR006004,တနင်္သာရီတိုင်းဒေသကြီး,ရေဖြူ,ဘဝါတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,14.34723,98.0096,"98.0096,14.34723,0"
MMR006,MMR006005,တနင်္သာရီတိုင်းဒေသကြီး,မြိတ်,မြိတ်ပြည်သူ့ဆေးရုံ,NA,200,12.44064,98.60513,"98.60513,12.44064,0"
MMR006,NA,တနင်္သာရီတိုင်းဒေသကြီး,NA,သမုတ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,12.57447,98.70973,"98.70973,12.57447,0"
MMR006,MMR006006,တနင်္သာရီတိုင်းဒေသကြီး,ကျွန်းစု,ကျွန်းစုမြို့နယ်ဆေးရုံ,မြို့နယ်,NA,12.4671,98.45226,"98.45226,12.4671,0"
MMR006,NA,တနင်္သာရီတိုင်းဒေသကြီး,NA,စခန်းသစ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,12.08328,98.43167,"98.43167,12.08328,0"
MMR006,NA,တနင်္သာရီတိုင်းဒေသကြီး,NA,ကန်မော်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,11.80082,98.52501,"98.52501,11.80082,0"
MMR006,NA,တနင်္သာရီတိုင်းဒေသကြီး,NA,​မောင်းလှော်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,12.31353,98.76423,"98.76423,12.31353,0"
MMR006,NA,တနင်္သာရီတိုင်းဒေသကြီး,NA,​ရေကန်တောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,11.60453,98.42063,"98.42063,11.60453,0"
MMR006,NA,တနင်္သာရီတိုင်းဒေသကြီး,NA,တာရပိုင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,12.43176,98.33959,"98.33959,12.43176,0"
MMR006,MMR006007,တနင်္သာရီတိုင်းဒေသကြီး,ပုလော,ပုလောမြို့နယ်ဆေးရုံ,မြို့နယ်,50,12.97383,98.64725,"98.64725,12.97383,0"
MMR006,MMR006007,တနင်္သာရီတိုင်းဒေသကြီး,ပုလော,ပလတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,12.85463,98.67096,"98.67096,12.85463,0"
MMR006,MMR006007,တနင်္သာရီတိုင်းဒေသကြီး,ပုလော,ပလောက်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,13.2727,98.61194,"98.61194,13.2727,0"
MMR006,MMR006007,တနင်္သာရီတိုင်းဒေသကြီး,ပုလော,ကျောက်ကာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,12.73938,98.64232,"98.64232,12.73938,0"
MMR006,MMR006007,တနင်္သာရီတိုင်းဒေသကြီး,ပုလော,မလိကျွန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,13.10155,98.28548,"98.28548,13.10155,0"
MMR006,MMR006007,တနင်္သာရီတိုင်းဒေသကြီး,ပုလော,ပြင်ဘုကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,13.18844,98.51409,"98.51409,13.18844,0"
MMR006,MMR006008,တနင်္သာရီတိုင်းဒေသကြီး,တနင်္သာရီ,တနင်္သာရီမြို့နယ်ဆေးရုံ,မြို့နယ်,50,12.08209,99.03955,"99.03955,12.08209,0"
MMR006,MMR006008,တနင်္သာရီတိုင်းဒေသကြီး,တနင်္သာရီ,တကူတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,12.25808,99.03705,"99.03705,12.25808,0"
MMR006,NA,တနင်္သာရီတိုင်းဒေသကြီး,NA,​ညောင်ပင်ကွင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,12.05475,99.10612,"99.10612,12.05475,0"
MMR006,MMR006008,တနင်္သာရီတိုင်းဒေသကြီး,တနင်္သာရီ,​မောတောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,12.37568,98.69644,"98.69644,12.37568,0"
MMR006,MMR006009,တနင်္သာရီတိုင်းဒေသကြီး,ကော့သောင်း,​ကော့သောင်းပြည်သူ့ဆေးရုံ,NA,100,9.99404,98.54784,"98.54784,9.99404,0"
MMR006,MMR006009,တနင်္သာရီတိုင်းဒေသကြီး,ကော့သောင်း,ချမ်းဖမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,10.20367,98.52205,"98.52205,10.20367,0"
MMR006,MMR006009,တနင်္သာရီတိုင်းဒေသကြီး,ကော့သောင်း,ခမောက်ကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,10.34607,98.6208,"98.6208,10.34607,0"
MMR006,MMR006009,တနင်္သာရီတိုင်းဒေသကြီး,ကော့သောင်း,​အောင်ဘာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,10.5696,98.48251,"98.48251,10.5696,0"
MMR006,MMR006009,တနင်္သာရီတိုင်းဒေသကြီး,ကော့သောင်း,မာရမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,10.43945,98.7796,"98.7796,10.43945,0"
MMR006,MMR006010,တနင်္သာရီတိုင်းဒေသကြီး,ဘုတ်ပြင်း,ဘုတ်ပြင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,50,11.26001,98.76421,"98.76421,11.26001,0"
MMR006,MMR006010,တနင်္သာရီတိုင်းဒေသကြီး,ဘုတ်ပြင်း,ပြည်ကြီးမဏ္ဍိုင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,11.4659,99.01057,"99.01057,11.4659,0"
MMR006,MMR006010,တနင်္သာရီတိုင်းဒေသကြီး,ဘုတ်ပြင်း,ကရသူရိတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,10.93142,98.76332,"98.76332,10.93142,0"
MMR007,MMR007001,ပဲခူးတိုင်းဒေသကြီး,ပဲခူး,ပဲခူးပြည်သူ့ဆေးရုံကြီး,NA,500,17.33744,96.48454,"96.48454,17.33744,0"
MMR007,MMR007001,ပဲခူးတိုင်းဒေသကြီး,ပဲခူး,ထန်းတောကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.49782,96.3519,"96.3519,17.49782,0"
MMR007,MMR007001,ပဲခူးတိုင်းဒေသကြီး,ပဲခူး,ဘုရားကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.47737,96.51582,"96.51582,17.47737,0"
MMR007,MMR007001,ပဲခူးတိုင်းဒေသကြီး,ပဲခူး,ဇောင်းတူတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.62812,96.22856,"96.22856,17.62812,0"
MMR007,MMR007001,ပဲခူးတိုင်းဒေသကြီး,ပဲခူး,ဘုရားကလေးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.50945,96.53177,"96.53177,17.50945,0"
MMR007,MMR007002,ပဲခူးတိုင်းဒေသကြီး,သနပ်ပင်,သနပ်ပင်မြို့နယ်ဆေးရုံ,မြို့နယ်,25,17.28639,96.57978,"96.57978,17.28639,0"
MMR007,MMR007002,ပဲခူးတိုင်းဒေသကြီး,သနပ်ပင်,ကုလားချောင်းကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.25588,96.76987,"96.76987,17.25588,0"
MMR007,MMR007002,ပဲခူးတိုင်းဒေသကြီး,သနပ်ပင်,ခရမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.30949,96.61306,"96.61306,17.30949,0"
MMR007,MMR007002,ပဲခူးတိုင်းဒေသကြီး,သနပ်ပင်,ကျီးပင်စုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.33664,96.79996,"96.79996,17.33664,0"
MMR007,MMR007002,ပဲခူးတိုင်းဒေသကြီး,သနပ်ပင်,မင်းရွာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.34404,96.63944,"96.63944,17.34404,0"
MMR007,MMR007003,ပဲခူးတိုင်းဒေသကြီး,ကဝ,ကဝမြို့နယ်ဆေးရုံ,မြို့နယ်,25,17.08808,96.45392,"96.45392,17.08808,0"
MMR007,MMR007003,ပဲခူးတိုင်းဒေသကြီး,ကဝ,သက္ကလတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.03253,96.59295,"96.59295,17.03253,0"
MMR007,MMR007003,ပဲခူးတိုင်းဒေသကြီး,ကဝ,အုန်းနှဲတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.10844,96.58604,"96.58604,17.10844,0"
MMR007,MMR007003,ပဲခူးတိုင်းဒေသကြီး,ကဝ,သရက်ကုန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.0272,96.72477,"96.72477,17.0272,0"
MMR007,MMR007003,ပဲခူးတိုင်းဒေသကြီး,ကဝ,ဝဲပတန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.07796,96.77518,"96.77518,17.07796,0"
MMR007,MMR007003,ပဲခူးတိုင်းဒေသကြီး,ကဝ,သပြေကန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.06267,96.43925,"96.43925,17.06267,0"
MMR007,MMR007003,ပဲခူးတိုင်းဒေသကြီး,ကဝ,သပြုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.03452,96.39492,"96.39492,17.03452,0"
MMR007,MMR007004,ပဲခူးတိုင်းဒေသကြီး,ဝေါ,​ဝေါမြို့နယ်ဆေးရုံ,မြို့နယ်,25,17.47153,96.67027,"96.67027,17.47153,0"
MMR007,MMR007004,ပဲခူးတိုင်းဒေသကြီး,ဝေါ,မြစ်ကျိုးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.60413,96.81099,"96.81099,17.60413,0"
MMR007,MMR007004,ပဲခူးတိုင်းဒေသကြီး,ဝေါ,သူရဲသမိန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.67334,96.89824,"96.89824,17.67334,0"
MMR007,MMR007004,ပဲခူးတိုင်းဒေသကြီး,ဝေါ,​ညောင်ခါးရှည်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.45448,96.84282,"96.84282,17.45448,0"
MMR007,MMR007004,ပဲခူးတိုင်းဒေသကြီး,ဝေါ,ကဒွတ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.41189,96.74028,"96.74028,17.41189,0"
MMR007,MMR007004,ပဲခူးတိုင်းဒေသကြီး,ဝေါ,ဆင်ရွာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.65323,96.82312,"96.82312,17.65323,0"
MMR007,MMR007004,ပဲခူးတိုင်းဒေသကြီး,ဝေါ,ဖိုးဦးစိန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.56896,96.74842,"96.74842,17.56896,0"
MMR007,MMR007005,ပဲခူးတိုင်းဒေသကြီး,ညောင်လေးပင်,​ညောင်လေးပင်မြို့နယ်ဆေးရုံ,မြို့နယ်,50,17.94966,96.72106,"96.72106,17.94966,0"
MMR007,MMR007005,ပဲခူးတိုင်းဒေသကြီး,ညောင်လေးပင်,မဒေါက်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.91353,96.84345,"96.84345,17.91353,0"
MMR007,MMR007005,ပဲခူးတိုင်းဒေသကြီး,ညောင်လေးပင်,ပိန်းဇလုပ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,18.06395,96.66877,"96.66877,18.06395,0"
MMR007,MMR007005,ပဲခူးတိုင်းဒေသကြီး,ညောင်လေးပင်,ပြွန်တံဆာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.8664,96.70705,"96.70705,17.8664,0"
MMR007,MMR007006,ပဲခူးတိုင်းဒေသကြီး,ကျောက်တံခါး,​ကျောက်တံခါးမြို့နယ်ဆေးရုံ,မြို့နယ်,50,18.15967,96.60979,"96.60979,18.15967,0"
MMR007,MMR007006,ပဲခူးတိုင်းဒေသကြီး,ကျောက်တံခါး,ဖဒိုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,18.03439,96.56165,"96.56165,18.03439,0"
MMR007,MMR007006,ပဲခူးတိုင်းဒေသကြီး,ကျောက်တံခါး,ပဲနွယ်ကုန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,18.22874,96.56023,"96.56023,18.22874,0"
MMR007,MMR007006,ပဲခူးတိုင်းဒေသကြီး,ကျောက်တံခါး,​တောကျွဲအင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,18.26757,96.52531,"96.52531,18.26757,0"
MMR007,MMR007006,ပဲခူးတိုင်းဒေသကြီး,ကျောက်တံခါး,ကညင်ကျိုးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,18.11867,96.73225,"96.73225,18.11867,0"
MMR007,MMR007006,ပဲခူးတိုင်းဒေသကြီး,ကျောက်တံခါး,မြို့ချောင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,18.07911,96.46584,"96.46584,18.07911,0"
MMR007,MMR007007,ပဲခူးတိုင်းဒေသကြီး,ဒိုက်ဦး,ဒိုက်ဦးမြို့နယ်ဆေးရုံ,မြို့နယ်,50,17.80099,96.67333,"96.67333,17.80099,0"
MMR007,MMR007007,ပဲခူးတိုင်းဒေသကြီး,ဒိုက်ဦး,​အေးသုခတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.6539,96.47103,"96.47103,17.6539,0"
MMR007,MMR007007,ပဲခူးတိုင်းဒေသကြီး,ဒိုက်ဦး,သုံးခွတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.68141,96.79432,"96.79432,17.68141,0"
MMR007,MMR007007,ပဲခူးတိုင်းဒေသကြီး,ဒိုက်ဦး,​ဝါးဂါမဏိတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.85049,96.57204,"96.57204,17.85049,0"
MMR007,MMR007007,ပဲခူးတိုင်းဒေသကြီး,ဒိုက်ဦး,​ဖောင်တော်သီတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.72938,96.6257,"96.6257,17.72938,0"
MMR007,MMR007008,ပဲခူးတိုင်းဒေသကြီး,ရွှေကျင်,​ရွှေကျင်မြို့နယ်ဆေးရုံ,မြို့နယ်,100,17.93148,96.88112,"96.88112,17.93148,0"
MMR007,MMR007008,ပဲခူးတိုင်းဒေသကြီး,ရွှေကျင်,ဒုံဇရစ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,17.77252,96.89123,"96.89123,17.77252,0"
MMR007,MMR007008,ပဲခူးတိုင်းဒေသကြီး,ရွှေကျင်,ပဒဲကောတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,18.16866,96.84777,"96.84777,18.16866,0"
MMR007,MMR007009,ပဲခူးတိုင်းဒေသကြီး,တောင်ငူ,​တောင်ငူပြည်သူ့ဆေးရုံကြီး,NA,200,18.93746,96.44396,"96.44396,18.93746,0"
MMR007,MMR007009,ပဲခူးတိုင်းဒေသကြီး,တောင်ငူ,​ညောင်ကိုင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,18.95585,96.36418,"96.36418,18.95585,0"
MMR007,MMR007010,ပဲခူးတိုင်းဒေသကြီး,ရေတာရှည်,​ရေတာရှည်မြို့နယ်ဆေးရုံ,မြို့နယ်,25,19.15203,96.34773,"96.34773,19.15203,0"
